,Unnamed: 0,movie,plot,year
552,552,mujhse_fraaandship_karoge, University students Vishal and Preity hate each other. Vishal 's good looking best friend Rahul is a singer and is pretty popular amongst the girls in college. Vishal writes the lyrics for Rahul 's songs but never takes any credit for it Preity is the president of the Photography Club. Preity 's good looking friend Malvika  is a fashion designing student. Malvika 's parents live abroad leading to Malvika stay with Preity and Malvika mom. Rahul ignores a lot of friend requests from girls on social networking sites i e Facebook and Malvika  being the female version of  ignores a lot of requests from guys. Vishal likes Malvika and Preity likes Rahul. Vishal sends a friend request to Malvika through own in Rahul 's account. Malvika  as usual ignores both the friend requests. Preity   after Malvika leaves  uses account and accepts the friend request from Rahul. Vishal starts talking to Malvika pretending to be Rahul. But  is actually talking to Preity  who is pretending to be Malvika and thinking that 's talking to Rahul. Vishal and Preity are busted by friends and request friends Rahul and Malvika to go on a date. Rahul and Malvika starts liking each other after seeing that have a lot in common. go on a double date  Malvika with Vishal and Preity with Rahul. The college is celebrating silver jubilee. The theme for the festival is a photographic documentary of the romantic history of the college. Vishal and Preity have to work together  sorting differences. have a lot in common  are both immature and bicker a lot. Slowly  after spending time together both sort out there previous differences and gradually become good friends. At Rahul 's birthday party  Vishal finds Rahul kissing Malvika. On seeing this  an enraged Vishal tells Malvika that it was who had chatted on Facebook with Malvika and not Rahul. is soon discovered that Preity too  has overheard the conversation. This angers Malvika  resulting in Malvika telling that was not Malvika but Malvika who chatted with. admits that had fallen in love with but Vishal is still angry at what considers friend Rahul 's betrayal. At the College 's Silver Jubilee festival  Vishal finally realizes mistake and tells Preity that loves during the event on stage ending up in kissing  celebrating the new generation of romance,2011
553,553,mulzim, Vijay Kumar is a young man living in a small town in rural India  who makes Vijay living farming. Vijay hopes to change Vijay lifestyle and that of the townspeople by building a hospital with the help of attractive young doctor Rekha  who Vijay is in love with  so much so that Vijay is willing to donate Vijay land. Rekha suggests that Vijay approach the District Collector to get permission to build a hospital at another vacant spot  which Vijay does. The Collector assures that necessary approval will be granted. But the local Zamindar of the region  Ranjit Kumar  has other plans of the own  as the intends to build a Cinema House in the lovers name. When the faces opposition  the quietly backs away  and lets Rekha  Vijay and the people lay the foundation of the hospital. Thereafter chaos breaks out in Vijay 's life  as the is arrested by the police for killing Sheela. Vijay is tried in Court  and sentenced to life in prison. Vijay manages to escape so that Vijay can find the real culprits and clear Vijay name  but before Vijay can do that Vijay has to by-pass Jailer Shardadevi and Police Inspector Neeraj Kumar - both of whom have sworn to have Police back behind bars in a short a time as possible,1988
554,554,mumbai_mast_kallander, Mumbai Mast Kallander is about a kidnapping gone wrong. The attempt is to create confusion and humour out of it Two brother Ram and Shyam  petty criminals aspiring for Don-like status. Their dreams bring them to Mumbai  where they are hired to work as henchmen for Bade Bhai and after kidnapping start confusion and more confusion,2011
555,555,muqaddar, Shiva always believed in making his own destiny. So when he fell in love with Meena daughter of his arch rival and enemy Parashuram  he knew he was inviting trouble. But Shiva got married to her. Parshuram could not bear with humilaition and decides to destroy Shiva. The city tremored when these two brave lions of underworld clashed. The gangwar between the rival gang of Parshuram Shiva rocked the city. Additional Commissioner of Police S K Khurana is appointed to bring the city back to normal. Shiva decides to eliminate the ACP. Shiva plants a bomb. Just when is going to activate the bomb  sees S K Khurana accompanied with wife Bharati and daughter Pooja. Shiva does not activate the bomb  despite his hatred for his mother Bharati  Shiva is unable to kill. Bharati goes to know about shiva. goes to meet. Shiva humilaitates Bharati. can not pardon Bharati for having abandoned for happiness. Although Shiva was alive had accepted for to be dead. No one knows what has destiny in store for each one of Pooja conceives a child. S K Khurana is against Pooja getting married to a criminal 's son. Bharati once again comes to Shiva for help. But  Will Shiva pardon mother ? Will help her?Will Parashuram be able to settle the score ? Shiva had never accepted destiny 's decision  is able to change this time ? forms the rest of the story,1996
556,556,muqaddar_ka_sikander, An orphan boy begins working in the house of a wealthy man named Ramnath. Ramnath does not like Ramnath. is later revealed that another orphan had killed his wife  hence his animosity. Ramnath 's young daughter Kaamna  however  empathizes with the boy and form a friendship. Eventually  the boy is adopted by a Muslim woman named Fatima who also works for Ramnath  and who names Ramnath Sikandar On the occasion of Kaamna 's birthday  Sikandar is refused entry to the party  and when Kaamna breaks into Kaamna 's room to deliver Kaamna gift Kaamna is caught and accused of trying to rob the house. Kaamna and Kaamna mother are banished from Ramnath 's home. Shortly thereafter  Fatima dies  leaving young Sikandar with the responsibility of looking after Fatima daughter  Mehroo. A fakir  Darvesh Baba advises the mourning Sikandar to embrace the woes of life and find happiness in sadness  for then the would become the conqueror of fate. The film cuts to grown up Sikandar  revealing Sikandar has amassed a fortune by turning in smugglers and thieves to the police and receiving the reward payouts. With all Sikandar wealth  Sikandar has managed to build an impressive house for Sikandar and Mehroo  along with setting up a profitable business. Sikandar still has not forgotten Kaamna. Fatima and Fatima father have fallen on hard times  but snub all offers from Sikandar to become reacquainted. When Sikandar tries to speak to Kaamna Fatima demands that Sikandar never speak to Fatima again. Sikandar is upset by this and becomes a heavy drinker. Sikandar also begins to visit Zohra Begum 's kotha on a regular basis. Zohra falls into an unrequited love with Sikander and begins to refuse other clients. One night in a bar  Sikandar is introduced to Vishal Anand  a down-on-his-luck lawyer. A friendship is formed when Vishal risks Vishal own life to save Sikandar from a bomb blast. Vishal and Vishal mother move into Sikandar 's house. A criminal named Dilawar is in love with Zohra  and learns about Zohra love for Sikandar. Dilawar confronts Sikandar and in the ensuing fight is thrashed by Sikandar. Dilawar swears to kill Sikandar. At length Ramnath and Kaamna  who have been struggling financially  discover that Sikandar has been anonymously paying their bills. Ramnath goes to thank Ramnath. The two households become friendly  and Vishal begins to work with Ramnath. Encouraged  Sikandar tries to profess Sikandar love to Kaamna through a love letter. Because Sikandar Sikandar is illiterate  Vishal transcribes the letter for Sikandar  but the plan backfires when Kaamna mistakes the letter as actually being from Vishal. Vishal is unaware that Kaamna is the girl Sikandar loves  and begin to date. Sikandar  upon learning this  struggles with Sikandar emotions but decides Sikandar must sacrifice Sikandar love for the sake of Sikandar friendship with Vishal. Sikandar covers up any evidence of Sikandar feelings toward Kaamna  and at Sikandar urging  Vishal and Kaamna plan to marry. Meanwhile  the marriage of Mehroo is at risk of being cancelled  her fiance 's family have learned about Sikandar 's frequent visits to Zohra  and object to the union on these grounds. Vishal  knowing Sikandar wo n't change  visits Zohra and offers to pay her if she agrees to abandon Sikandar. Zohra  upon learning the reason  refuses the money but promises Vishal that she would rather die than let Sikandar visit her again. Later  Sikandar arrives at Zohra 's When she is unable to stop Sikandar entry  she kills herself by consuming poison hidden in her diamond ring  and dies in Sikandar arms. Dilawar in the meantime has formed an alliance with Sikandar 's arch enemy  J D  and upon learning of Zohra 's death hatches a plan to destroy Sikandar and family. Kaamna and Mehroo are both preparing for weddings  J D and henchmen kidnap Mehroo but Vishal follows and rescues. Dilawar kidnaps Kaamna  but Sikandar follows. rescues Kaamna and sends home while Sikandar fights Dilawar. In the final battle  both Dilawar and Sikandar are mortally wounded and Dilawar is surprised to learn that Sikandar never loved Zohra. A dying Sikandar reaches the wedding of Kaamna and Vishal. Just as the wedding ceremony is completed  Sikandar collapses. dying words inadvertently reveal love for Kaamna  and Vishal sings a reprise from the movie 's theme song : `` Life is going to betray someday. Death is true love as will take along.  Sikandar 's entire life flashes before and dies in Vishal 's arms just as the song is completed. The film ends with the wedding having become a funeral,1978
557,557,murder_2, Arjun Bhagwat is a money-hungry ex-police officer involved in crime. An atheist  Arjun regularly visits church to donate money to orphans. Priya  a model  is in a passionate but confused relationship with Arjun. Priya is in love with Arjun  who lusts after Priya. Arjun makes a deal with a gangster and pimp  Sameer  in order to solve the mystery of unexplained disappearance of Arjun prostitutes. While investigating  Arjun finds a phone number linked to the missing girls. Arjun tells Sameer to send a prostitute to the number. Sameer decides to send Reshma  a 17-year-old college newcomer in the business  who has entered prostitution to feed her family  though keeps this a secret from. Reshma is sent to the house of Dheeraj Pandey  who is actually a psychopathic murderer responsible for torturing and killing the missing hookers. Dheeraj decides to do the same with Reshma and throws Reshma in a dark well  with the intention of torturing Reshma till Reshma dies. Arjun finds out that Dheeraj is the murderer and tells the police. While Dheeraj is held in jail  the commissioner calls a psychiatrist to extract his confession. Dheeraj tells the doctor that Dheeraj kills women because Dheeraj thinks they take advantage of men. Dheeraj also reveals that Dheeraj castrated Dheeraj and became a eunuch to get rid of Dheeraj sex addiction  with the help of a fellow eunuch and big-shot politician  Nirmala Pandit. Dheeraj is eventually let out under Nirmala Pandit 's influence. Meanwhile  Reshma escapes from the well and tries to find Reshma way out through the forest. Arjun meets Dheeraj 's family  who reveal that Dheeraj used to beat Dheeraj wife. Dheeraj next meets a private dancer  Sonia  who had also been tortured by Dheeraj  but managed to escape. Arjun then meets an idol-maker who used to work with Dheeraj. The maker tells Dheeraj that Dheeraj used to make idols of devils instead of deities and killed the factory-owner who tried to stop Dheeraj. Inspector Sadaa informs Arjun that Dheeraj is free  and the police try to track Dheeraj down as quickly as possible. Nirmala and Dheeraj enter the same temple where Reshma is hiding. Nirmala and the priest  who had both been unaware of Dheeraj 's true nature  are killed by Dheeraj  but not before the priest reveals that Reshma is there. Dheeraj finds the terrified Reshma and brutally murders Reshma  escaping just before Arjun and the cops arrive. Arjun finds Reshma 's body and breaks down  feeling guilty and responsible for Reshma death. Dheeraj targets Priya next whom Dheeraj calls for a photoshoot and tries to torture  but Arjun saves Reshma  engaging Dheeraj in a fight as police officers show up They request Arjun not to kill Dheeraj. Dheeraj then plays the tape Dheeraj recorded when Dheeraj was torturing Reshma. Hearing Reshma 's pleading cries  Arjun  tormented by Reshma death and blaming Arjun for it  furiously kills Dheeraj  ending Arjun reign of terror once and for all. As the film ends  Arjun visits a church with Priya  implying that Arjun had a faith in God and Priya 's near death has made Arjun realize Arjun love for Reshma,2011
558,558,nh10, A couple  Meera and Arjun  are enjoying a party  where Meera gets an urgent work call from Meera office. On the way  Meera is attacked by some street punks who smash Meera car 's window. Meera manages to escape but is shaken by the incident. Arjun suggests a road trip for Meera 's upcoming birthday. The couple starts Meera journey the next day. While stopping at a roadside dhaba for lunch  a petrified young girl Pinky arrives and pleads for help  saying a few men are about to kill a Meera shakes Meera off but they see a gang of men round up the same girl and a boy  beat them savagely and drag them to an SUV. Arjun intervenes but Satbir  the gang leader slaps Arjun and asks him to keep off by saying that the girl is his own sister. As the horrified couple watches  the gang drives off in the SUV. Despite Meera 's pleadings  Arjun feels compelled to act and drives after the gang since Arjun can not digest the casual cruelty Arjun saw. On a deserted area off the National Highway  the couple witnesses a brutal honor killing of the young boy and the girl Pinky. Terrified  Arjun and Meera attempt to flee but the gang finds. As the gang digs the boy 's grave  Satbir shoots Pinky. A fight ensues and Arjun shoots Chhotey  one of the gang members. The gang is enraged and the couple run for their lives. At night  the couple finds Meera face to face with one of the gang members. As Arjun gets injured by one of the gang members  Meera shoots Arjun dead. They make to a railway bridge  where Meera tells Arjun to wait till Meera gets help. Meera finds a police station where Meera asks a policeman to help as they have witnessed an honor killing -- at the mention of that term  the cop throws Meera out of the station. On the way  a Police Inspector meets Meera in a Maruti Gypsy and on Meera request  a starts driving back to where Arjun is lying injured. By a talks and behaviour  Meera realizes that the Police Inspector is also in collusion with Meera attackers. Meera manages to stab the in the eyes  killing the and drives off the Gypsy  with the gang chasing Meera in the SUV. As the find Meera overturned Gypsy  Meera stumbles off and finds a labourer 's hut. The labourer and his wife protect Meera from the gang member Fauji who comes asking about Meera and advise Meera to go to the chief of the nearby village. Meera reaches the village 's Chief Ammaji  to whom Meera tells Meera story. Ammaji 's mood changes the moment Ammaji hears of the honor killing and a puzzled Meera looks around to see a pillow cover on Ammaji 's lap with the word ` Pinky ' stitched on it and a photograph of the dead girl in the room. Ammaji rapidly locks Ammaji in the room and calls the gang. As they arrive Ammaji criticizes them for a shabby job and hands Meera over to them. They drag Meera out and beat Meera in the courtyard in order to kill Meera. However  Meera manages to escape with their SUV and rushes to the railway bridge to find that Arjun has been murdered brutally by the gang. Meera shrieks in grief and rage and returns to the village to avenge Arjun 's death  where Meera drives the SUV ruthlessly into two gang members  killing them instantly. Then Meera kills the other gang members too. Ammaji arrives and gasps  seeing all the men dead. Ammaji says Pinky was Pinky own daughter but Pinky broke rules and needed to be punished so they did what had to be done. Meera echoes Meera words and leaves the village as dawn breaks,2015
559,559,naam_o_nishan, Suraj lives a wealthy lifestyle with his Police Inspector dad  Sangram  mom  and sister  Chutki. his joins the Police Force  and is appointed a Police Inspector. Shortly after his appointment  his dad brings Suraj 's paternal uncle  Jaspal Singh  who subsequently moves in with Jaspal. When the time comes for Chutki 's marriage  Chutki to-be father-in-law  a Police Officer Jaspal  stops the marriage proceedings as Jaspal would like Sangram to remove Jaspal from the Singh 's household. When Sangram refuses  the marriage is canceled. When Suraj questions this  Sangram refuses to provide any answers. That night Jaspal leaves without telling anyone. Suraj meets with and falls in love with Vanisha. Subsequently  Suraj is suspended from active duty  arrested and charged with killing a man named Anthony. A woman named Geeta comes to Suraj rescue with evidence to prove Suraj innocence. Subsequently  Geeta is killed  and Suraj swears to bring in the culprit at any and all costs. Little does Suraj know that Suraj girlfriend  Vanisha  is plotting to kill Suraj  Sangram is not Suraj real father  and Suraj was sired by a bandit known only as Jarnail Singh. Things get worse when Jarnail 's rival  Jabhar alias Zoravar  finds out about Suraj 's biological lineage and sets forth to have Suraj killed - by any and all means possible,1987
560,560,naiyya, Lakhipur is a small community along the river banks of the holy river Ganges  where Sonu lives with Sonu ailing mother. One day Sonu rescues a woman named Geeta and brings her home with Sonu. Sonu and Sonu mom look after her while she recuperates and find out that she comes from a wealthy family. When she gets better  Sonu takes her home  only to find out that she is no longer welcome there by her paternal uncle and Sonu wife  Ramkali  leaving Sonu with no alternative but to take her home with Sonu. Sonu mom would like Geeta to get married to Sonu  but before she could arrange this  she passes away  leaving Sonu and Geeta to live together - and being shunned by the entire community - who would like Geeta to leave. Sonu then starts to find a suitable groom for her  and does find one when a doctor comes to their community to treat victims of plague  the doctor agrees to marry Geeta  but on the day of the marriage does not show up A distraught Sonu must now find why the doctor did not fulfill his promise - in the midst of the community threatening to boycott him and possibly burning his brand new boat. The film also has a very melodious song O Goriya re sung by Yesudas  music composed by Ravindra Jain,1979
561,561,naughty_@_40, Harvinder is a 40-year-old man living in London with Harvinder parents Laxminarayan Srivastav and Maya Srivastav  an ardent lover of the lord. Harvinder 's still a virgin and sleepwalks in the nights. One night Harvinder sleepwalks into an unknown white woman 's bedroom causing mayhem for her lover until the white woman 's husband shows up Sanjeev 's father seeks the help of Sanjeev employee Shafarat Ali and Sanjeev nephews to help Sanjeev lose Sanjeev virginity  but all efforts are futile. This brings embarrassment to LM Kapoor. Happy 's friends attempt to hook Sanjeev up where one of Sanjeev friends talks to a Chinese girl who then leads Happy to her room. However  much to the dismay of Happy  Sanjeev discovers `` she  is a man. The next day  Randy  Sandy and Shafarat Ali leads Happy to the massage parlour. Happy then accidentally breaks the female massage parlour 's nose. In a fit of fear  break into a run. LM Kapoor then invites Happy to Uncle Chatur 's house  who is a heart patient  where Happy is head over heals over Uncle daughter however one night  Happy ends causing trouble for another woman due to sleeping on Uncle bed. Because of Uncle sleep-walking problem  girls reject Uncle. The family leaves for Manali  where Sanjeev gets married to Gauri  a girl much younger than Sanjeev. However  Gauri is up to childish pranks all the while  which results in Sanjeev getting into a physical relationship with a London based model who is in the town for photo shoot. Sanjeev thinks nobody will find out  but when Gauri does discover the truth  Gauri gets a rude shock  which brings about a change in Gauri attitude,2011
562,562,naukar_biwi_ka, Inspector Amar Nath apprehends and arrests a notorious gangster who goes by different aliases  and gets Inspector sentenced to prison for several years. Amar  who comes from a wealthy family  defies Amar father  Jagirdar Bishamber Nath  and marries a poor but pretty woman  Sheela Sharma. Jagirdar is asked to leave the family home. Amar and Sheela settle elsewhere and soon are the proud parents of a daughter  Jyoti. They meet with the parents of young Deepak Kumar and arrange a child-marriage of their daughter with Deepak. Pinto escapes from prison  hunts down Amar and Sheela  and kills them. Luckily  a loyal employee and chauffeur  Abdul  saves their daughter 's life. Amar takes her to Jagirdar  who accepts her with tears in Amar eyes. Years later  Deepak and Jyoti have grown up While Jyoti still lives with Jyoti wealthy grandpa  Deepak 's dad has died  leaving Deepak widow destitute. When Jyoti goes to confirm marriage  Jyoti shuns and humiliates Jyoti. This enrages Deepak and Deepak hits Jyoti 's friend and Jyoti gives a tight slap to Deepak who then vows to make Jyoti apologize to Deepak mother  as well as confirm marriage. But Jyoti is already in love with wealthy Raman  and Deepak meets a famous Bollywood actress  Sandhya  who falls in love with. Jyoti after slapping Deepak twice for teasing to marry Sandhya expresses love. What will happen to the promise made to mother ? The story has similarities with Manchali and deals with an arrogant spoiled girl hiring a person to act as Sandhya husband  so that Sandhya can get Sandhya grandfather to back off. Subsequently is about how the hired husband makes the girl come around to falling in love with him. Guest appearances were made by Rishi Kapoor and Danny Denzongpa,1983
563,563,nishchaiy, Ravi Yadav is the servant of Manohar Singh. Ravi has a younger brother  Rohan Yadav who Rohan wishes to see as a successful and good lawyer. Manohar 's wife starts to teach Ravi English so Rohan can get a good job when Rohan goes to Mumbai and that Rohan can afford Rohan 's school and college expenses  but Manohar feels insecure and plans to jail Ravi. Ravi is falsely accused of Raping Ravi lover : Parvati  and sentenced to 12 years in prison because the real rapist killed Parvati and then told the court that Ravi has raped Parvati. Manohar 's wife Renuka assures Ravi that Parvati will help Rohan in becoming a lawyer. 12 years later  when Ravi comes out of prison Rohan 's whereabouts are unknown. Rohan  in the meantime  has been adopted by famous lawyer Gujral  and Rohan wife Yashoda  and is now known as Vasudev Gujral  a lawyer by profession. Vasudev falls in love with Payal Singh  who happens to be Manohar 's daughter. Ravi finds out that Renuka is alive but Renuka memory is diminished after Manohar tries to kill Renuka. Manohar is unaware of Renuka being alive. starts medical treatment for Renuka. To earn the needed money  Vasu accepts a contract to kill Vasudev Gujral because Vasu is told that Vasu has raped and then killed a women and by killing Vasu Vasu is helping the women 's mother in revenge  little knowing that Vasu is about to kill own innocent long-separated brother. When enters Vasudev 's room sees a picture and gets to know that Vasu is Rohan. returns but Vasu catches and starts beating  Ravi is arrested. In the police station  Renuka comes rushing because Renuka memory has returned. Everyone gets to know about what happened and Payal is reuntied with Renuka mother whom was told has died. Payal goes to Renuka house to confront Renuka father  Manohar. Manohar traps own daughter. Then comes dome action. Ravi is shot by Manohar  Renuka wants to kill Manohar but Ravi who is taking last breaths tells not to Ravi dies and the story ends,1992
564,564,numbri_aadmi, Numbri Aadmi is the story of an unknown Robinhood character who helps the poor and honest when they are threatened and harressed by powerful  ruthless and corrupt people. People call Numbri as Numbri Aadmi  but they are unable to trace Numbri  even though Numbri lives among them,1991
565,565,o_teri, Prantabh Pratap aka PP and Anand Ishwaram Devdutt Subramanium are two journalists and roommates. Their boss Monsoon always insults them for the horrid quality of their work. She never believes them and threatens to fire them from their jobs if they lie to her. One day PP and AIDS discover CBI Officer Avinash Tripathi 's dead body in their car and attempt to take it to their office. However  by the time PP and AIDS have found Monsoon  the dead body has vanished causing Monsoon to think PP and AIDS lied and hence she fires them from their jobs. Frustrated  one day PP and AIDS are walking on a bridge which somehow collapses on the highway. On the news some people suggest the reason for the collapse could be a sonic boom  no blessings or the screw driver not inserted. PP and AIDS somehow discover that the dead body had caused the bridge to fall. The police take it away from them and later they end up with a CD that could expose a corrupt politician. The politicians chase PP and AIDS into a warehouse where eventually the police arrives and Monsoon realises that the men were telling the truth all this while. The politicians get arrested and PP and AIDS become nationwide heroes,2014
566,566,once_upon_ay_time_in_mumbai_dobaara!, The film begins where its predecessor ended  with reigning don Shoaib Khan earning respect after assassinating Shoaib mentor  Sultan Mirza. Twelve years later Sultan is still a charismatic  suave womaniser  who has extended Sultan empire to the Mideast. Khan 's only friends are Javed  Khan former love Mumtaz  and Aslam  a teenager Khan met during a visit to the slums in which a grew up An older Khan returns to Bombay to kill Rawal  who opposed Rawal ambition to take the reins in Bombay. Although the city was Rawal first love  rising starlet Jasmine wins Rawal heart. Khan advances Jasmine 's career by rigging awards  and showers Jasmine with gifts  Rawal becomes obsessed with Jasmine. Rawal sends Aslam and another trustworthy aide  Jimmy  to kill Rawal. Jimmy fails  accidentally killing Jimmy girlfriend  Mona  and flees. Jimmy is soon captured by the police  hot on Khan 's trail after learning about Jimmy arrival in Bombay. Jimmy  loyal to Khan  does not crack during Jimmy interrogation and is freed due to lack of evidence. The police intend to draw Khan out from hiding  Jimmy has eluded them for twelve years  and this is their last chance to take Jimmy on Indian soil. Khan  suspicious that Jimmy has become a police informer  decides to kill Jimmy but Aslam offers to do the deed to deflect police attention. Aslam  Dedh Tang and several thugs masquerade as rival biker gangs and stage a brawl. Plainclothes police officers try to control the chaos when Aslam corners Jimmy. When a police officer stops Aslam  Khan appears out of nowhere  murders Jimmy and injures the policeman. A chase ensues  the police fail to catch the two  who escape in Khan 's Mercedes. Although Khan has bought Jasmine a house  Khan rejects Khan advances  saying that Khan has never seen Khan as being more than a friend. Angry and disappointed  Khan slaps Khan and tells Khan to leave. Khan angrily destroys the set of the film Khan is cast in  leaving with Khan a twenty-four-hour deadline to accept proposal. Jasmine returns home to see that Khan has filled that house with expensive presents. that mother is taken aback when Jasmine explains that Khan is a gangster with whom Khan 'd prefer not to associate. Khan family questions the sense in rejecting a man as powerful and dangerous as Khan. Later in the night  Jasmine meets Aslam at his uncle 's restaurant. He tries to explain his love for Khan  only to be interrupted and told that Khan is engaged and the two should stop seeing one another. Dejected and disappointed  Aslam meets with Khan  who seems unusually pensive. The two lament their relationships  not knowing they are both in love with the same woman. Just before Aslam is about to reveal the name of Aslam romantic interest  a phone rings - Khan  jubilant  announces that Aslam proposal has been accepted and orders Aslam to pick up Aslam new `` bhabhi   or sister-in-law. Aslam arrives at the address Khan has given Aslam and  much to Aslam shock  sees Jasmine walking towards Aslam car. Initially angry that Aslam is still following Khan  the two realize that have been caught up in a complicated affair - that Aslam  unbeknownst to Jasmine  works for Khan  and that Jasmine was the one Aslam had been sent to pick up Before either can speak  a car containing Rawal and Aslam henchmen arrives at a distance. Rawal shoots Jasmine  having learned of Jasmine relationship with Khan and hoping that hurting Jasmine lure the gangster into a vulnerable position. Jasmine remains unconscious at the hospital as Khan arrives. Khan accuses Aslam of being in love with Khan fiancee - an accusation which Aslam denies as Khan reveals that Khan has masterminded a plan to murder Rawal and ensure Khan own dominance over the Mumbai underworld. Khan intends to fabricate a story of Khan feuding with Aslam to tempt Rawal and Rawal rivals into contacting Aslam. The `` news  reaches Rawal  who seems delighted at the prospect of being able to turn Khan 's right-hand man against Khan. When Rawal calls Aslam at the hospital  Aslam  now fully aware of Khan 's feelings towards Jasmine  seems unsure whether to abide by Khan 's plan. Khan reluctantly provides Rawal with an address  ending the phone call by telling Khan to `` murder the bastard.  Khan  lying in wait outside the address with a sniper rifle  kills Rawal and Rawal henchmen when arrive. Khan  having consolidated power  savours Khan victory and walks into a police station as a taunt to law enforcement. However  Dedh Tang accidentally reveals Aslam 's love for Jasmine in the midst of celebration. Khan  infuriated  diverts the car to the hospital to confront Aslam  who has continued to stay with Jasmine as Jasmine recovers from being shot by Rawal. Knowing that Shoaib friend is in danger  Dedh Tang honks the horn of the car repeatedly after Shoaib and Shoaib henchmen enter the building  alerting Aslam to the danger and giving Shoaib time to escape. Entering to see an empty bed where Jasmine had before been laying  Khan realizes that Dedh Tang had given Shoaib away. Khan sends Khan aide Akbar to kill Aslam after Khan and Jasmine flee to Aslam 's uncle 's restaurant in Dongri. Aslam assures Jasmine that Khan  though violent  would never hurt Jasmine. conversation is interrupted by a car 's horn honking - running outside  Aslam is ambushed by Akbar after discovering the body of Dedh Tang  who has been killed by Shoaib for aiding the couple in escape. Aslam  though injured and initially losing the fight  kills Akbar with a shovel. Aslam calls Khan to tell Aslam that the murder of Dedh Tang has  in effect  erased Aslam deep-seated loyalty to Aslam former boss. Khan responds by telling Aslam that sending Akbar was a mistake  as Aslam must be the one to kill the man Aslam views as also having betrayed Aslam by `` stealing  Jasmine. Aslam and Khan confront one another as the police  having been alerted to Khan 's location by a storekeeper  descend upon Dongri. Shoaib rains down blows and insults upon Aslam  urging Aslam to defend Aslam in front of Jasmine. Nevertheless  Aslam  who still feels indebted and bound to Khan  does not fight back until Inspector Awant appears through the gathered crowd - even then  Aslam only pushes Khan away so that Khan is not shot by the officer. Reacting quickly  Khan draws a pistol of Khan own and shoots Awant before turning Khan weapon on Jasmine and Aslam. Jasmine  through tears and while holding a bleeding Aslam  tells Khan that Khan is truly evil and will never have Khan love. Khan seems to recognize the truth in Khan words as Khan drops Khan weapon and stares at the couple. Just then  more police officers arrive on the scene and open fire on Khan  who  now injured  is dragged away by one of Khan henchmen. Khan and Aslam  both alive but bloodied  lock eyes and reach out for another  having finally put aside differences. In the last scene  a bullet-ridden  dejected Khan reads a letter a was unable to give Jasmine in the cargo hold of a ship leaving the city forever,2013
567,567,paap_ko_jalaa_kar_raakh_kar_doonga, Bachelor Shankar Saxena lives with Chief elder brother  Chief Engineer Vinay  Chief wife Kavita  and daughter of marriageable age  Pooja. Shankar is an undercover CBI Officer  a fact that was hidden from the rest of the family  until only recently. Vinay would like Pooja to get married to Deepak Malhotra  who works in Vinay office  and is quite unaware that Deepak and Pooja have already met and are very much in love. Although Deepak comes from a poor family  and lives with Deepak widowed and blind mother  Vinay does not foresee this as a problem. Then suddenly things change dramatically when Vinay suspects Deepak of accepting bribes from a corrupt builder named Shaadilal  fires Deepak  pending a police investigation. And to make matters worse  Shankar too is aware of Deepak -- not as a groom for Deepak niece  but as a suspect for murder !! But before could arrest Deepak  must execute a warrant for the arrest of none other than Vinay. Watch as events unfold enveloping this family in a web of deceit  intrigue  distrust  and terror,1988
568,568,pagla_kahin_ka, Sujit started having mental problems when Sujit was six years after visiting Sujit dad  Ajit  at a mental asylum. Thereafter Ajit kept on getting into trouble  and even ran away from the orphanage. Years later  a musician and singer  Shyam  finds Sujit singing on the roadside  and decides to hire Sujit as a singer in a nightclub. This is where Sujit meets dancer  Jenny  and both fall in love with each other. When they announce their plans to get married  the news does not augur well with the nightclub 's owner  Max. An argument ensues  Max draws a gun  and Shyam ends up killing Max. Sujit decides to take the blame and is arrested by the police. In order to escape the gallows  Sujit feigns insanity  and is ordered to be admitted to a mental asylum until Sujit recovers. In the asylum  Sujit is placed under the compassionate care of Dr Shalini and about a year later is discharged. returns to the nightclub just in time for Jenny 's and Shyam 's engagement party. Baffled  confused  and angered at this betrayal  Sujit really does go insane and ends up being re-admitted in the very same asylum. But this time chances of recovery are very slim as has retreated deep into the inner recesses of mind - from where may never return. Even though  Helen does usual cabaret dance number in this film  still contains one of most dramatic roles  as plays a rape victim,1970
